customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3085-CHURN,Female,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Credit card,117.72,691.12,No
3086-CHURN,Female,0,Yes,No,18,Yes,DSL,One year,Electronic check,70.43,1279.31,No
3087-CHURN,Male,1,No,No,49,Yes,Fiber optic,Month-to-month,Credit card,100.21,5025.21,Yes
3088-CHURN,Male,0,Yes,No,8,Yes,DSL,Month-to-month,Credit card,70.48,550.98,Yes
3089-CHURN,Female,0,Yes,No,20,Yes,DSL,Two year,Mailed check,71.03,1393.55,No
3090-CHURN,Male,0,No,No,66,No,No,Two year,Bank transfer,18.02,1177.13,No
3091-CHURN,Male,1,No,No,40,Yes,Fiber optic,Two year,Mailed check,102.91,4153.52,No
3092-CHURN,Female,0,Yes,Yes,68,Yes,DSL,One year,Credit card,63.02,4291.48,No
3093-CHURN,Male,0,Yes,Yes,40,Yes,DSL,Two year,Mailed check,71.42,2893.2,No
3094-CHURN,Female,1,No,Yes,60,Yes,Fiber optic,One year,Credit card,103.84,6055.2,No
3095-CHURN,Male,0,No,No,21,Yes,Fiber optic,Month-to-month,Electronic check,101.46,2170.35,No
3096-CHURN,Female,0,No,No,49,Yes,Fiber optic,One year,Bank transfer,114.77,5788.22,No
3097-CHURN,Female,0,No,No,9,Yes,DSL,One year,Electronic check,63.45,555.52,Yes
3098-CHURN,Male,0,No,No,67,Yes,Fiber optic,Two year,Electronic check,111.83,7490.55,No
3099-CHURN,Male,0,No,No,15,Yes,DSL,Two year,Mailed check,71.59,1089.31,No
3100-CHURN,Male,0,No,No,4,Yes,Fiber optic,One year,Mailed check,113.43,453.08,Yes
3101-CHURN,Male,0,No,Yes,37,Yes,DSL,Two year,Electronic check,64.98,2417.67,No
3102-CHURN,Female,0,No,Yes,1,No,DSL,Month-to-month,Mailed check,66.07,67.74,Yes
3103-CHURN,Female,1,Yes,No,2,Yes,DSL,Month-to-month,Credit card,67.82,135.96,Yes
3104-CHURN,Male,0,Yes,No,54,Yes,DSL,Two year,Mailed check,63.13,3355.14,No
3105-CHURN,Male,0,No,No,60,Yes,DSL,Two year,Electronic check,72.85,4433.58,No
3106-CHURN,Male,0,Yes,No,10,Yes,No,Month-to-month,Credit card,32.3,320.59,Yes
3107-CHURN,Female,0,No,No,12,Yes,DSL,One year,Mailed check,68.31,809.15,No
3108-CHURN,Male,0,Yes,No,1,Yes,Fiber optic,Month-to-month,Electronic check,108.55,106.91,Yes
3109-CHURN,Female,0,No,No,2,Yes,Fiber optic,Month-to-month,Credit card,106.25,207.14,Yes
3110-CHURN,Female,1,Yes,No,61,Yes,DSL,Two year,Electronic check,63.64,3982.87,No
3111-CHURN,Female,0,No,Yes,48,Yes,Fiber optic,One year,Electronic check,113.06,5447.51,No
3112-CHURN,Male,1,No,Yes,9,Yes,No,Month-to-month,Electronic check,32.71,302.43,No
3113-CHURN,Female,1,Yes,Yes,3,Yes,DSL,One year,Mailed check,69.3,212.41,No
3114-CHURN,Male,0,No,No,64,Yes,No,Two year,Bank transfer,28.72,1786.27,No
3115-CHURN,Male,0,Yes,No,22,Yes,No,Two year,Mailed check,30.53,661.48,No
3116-CHURN,Female,1,Yes,Yes,9,Yes,No,Month-to-month,Bank transfer,32.52,289.44,Yes
3117-CHURN,Female,1,Yes,No,12,Yes,DSL,One year,Bank transfer,72.09,864.55,No
3118-CHURN,Male,0,Yes,Yes,37,Yes,Fiber optic,Two year,Electronic check,102.25,3832.31,No
3119-CHURN,Male,0,No,No,19,Yes,Fiber optic,Month-to-month,Electronic check,109.06,2094.61,Yes
3120-CHURN,Male,0,Yes,No,6,Yes,DSL,One year,Electronic check,67.9,419.31,No
3121-CHURN,Male,1,No,No,70,Yes,Fiber optic,Two year,Bank transfer,98.47,7067.98,No
3122-CHURN,Male,0,Yes,No,18,Yes,No,Two year,Credit card,32.57,575.22,No
3123-CHURN,Male,0,No,Yes,68,Yes,No,Two year,Electronic check,31.97,2220.9,No
3124-CHURN,Male,1,Yes,No,53,Yes,DSL,Two year,Credit card,76.86,4157.4,No
3125-CHURN,Female,0,No,Yes,57,Yes,DSL,Two year,Electronic check,73.24,4193.42,No
3126-CHURN,Female,0,No,Yes,11,Yes,DSL,Month-to-month,Credit card,69.75,759.8,No
3127-CHURN,Female,0,No,Yes,23,Yes,DSL,Month-to-month,Credit card,70.4,1590.89,No
3128-CHURN,Male,1,Yes,No,15,Yes,Fiber optic,Two year,Mailed check,102.09,1504.93,No
3129-CHURN,Female,0,No,No,56,Yes,Fiber optic,Two year,Electronic check,105.73,5863.27,No
3130-CHURN,Female,0,Yes,No,44,Yes,Fiber optic,One year,Mailed check,101.28,4457.38,Yes
3131-CHURN,Female,0,Yes,No,6,Yes,No,One year,Electronic check,30.37,183.14,No
3132-CHURN,Female,0,Yes,Yes,66,Yes,Fiber optic,Two year,Mailed check,110.92,7243.87,No
3133-CHURN,Female,0,Yes,No,68,Yes,Fiber optic,Month-to-month,Bank transfer,103.13,6952.49,No
3134-CHURN,Female,0,Yes,No,65,Yes,Fiber optic,Two year,Bank transfer,116.88,7375.45,No
3135-CHURN,Male,0,No,No,13,Yes,No,One year,Mailed check,31.23,393.86,No
3136-CHURN,Female,0,Yes,No,70,Yes,No,Two year,Mailed check,29.1,2086.77,No
3137-CHURN,Female,0,Yes,Yes,67,Yes,Fiber optic,Two year,Credit card,101.34,6591.8,No
3138-CHURN,Female,0,Yes,Yes,70,Yes,No,Two year,Electronic check,28.85,1962.93,No
3139-CHURN,Female,0,No,No,6,Yes,Fiber optic,One year,Credit card,117.48,692.43,No
3140-CHURN,Male,0,No,Yes,64,Yes,No,One year,Mailed check,29.18,1894.79,No
3141-CHURN,Male,0,Yes,Yes,28,Yes,Fiber optic,One year,Electronic check,101.37,2868.83,No
3142-CHURN,Female,0,No,No,62,Yes,DSL,One year,Electronic check,65.46,4094.36,No
3143-CHURN,Female,0,No,No,38,Yes,No,Two year,Electronic check,29.72,1134.44,No
3144-CHURN,Female,0,Yes,No,65,No,DSL,Two year,Electronic check,62.23,3972.55,No
3145-CHURN,Male,0,No,No,43,Yes,No,One year,Mailed check,28.4,1213.72,No
3146-CHURN,Male,0,No,No,18,Yes,Fiber optic,One year,Mailed check,101.19,1819.03,No
3147-CHURN,Female,0,No,Yes,14,Yes,Fiber optic,Two year,Mailed check,117.53,1653.56,No
3148-CHURN,Female,0,Yes,No,50,Yes,DSL,Two year,Electronic check,72.27,3548.12,No
3149-CHURN,Female,0,Yes,No,71,No,DSL,One year,Bank transfer,55.1,3965.86,No
3150-CHURN,Male,0,Yes,Yes,18,Yes,No,One year,Bank transfer,30.75,547.15,No
3151-CHURN,Female,0,No,Yes,8,Yes,DSL,Two year,Credit card,66.61,538.0,No
3152-CHURN,Male,0,No,No,64,Yes,No,Two year,Electronic check,32.87,2105.44,No
3153-CHURN,Female,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Credit card,105.78,319.1,No
3154-CHURN,Male,0,Yes,Yes,10,No,Fiber optic,Month-to-month,Electronic check,90.85,903.77,Yes
3155-CHURN,Male,0,No,No,28,Yes,Fiber optic,One year,Electronic check,110.26,3077.1,No
3156-CHURN,Female,0,No,No,17,Yes,DSL,One year,Bank transfer,65.06,1130.45,No
3157-CHURN,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Mailed check,108.36,432.81,Yes
3158-CHURN,Male,0,No,No,50,Yes,Fiber optic,Two year,Electronic check,115.04,5853.43,No
3159-CHURN,Female,0,No,No,71,Yes,No,Two year,Electronic check,29.73,2097.53,No
3160-CHURN,Male,1,Yes,No,5,Yes,Fiber optic,One year,Bank transfer,107.55,544.22,No
3161-CHURN,Male,0,Yes,No,15,Yes,DSL,One year,Mailed check,64.62,953.77,No
3162-CHURN,Male,0,Yes,Yes,69,Yes,No,Two year,Electronic check,31.23,2208.79,No
3163-CHURN,Male,0,No,Yes,5,Yes,Fiber optic,Month-to-month,Credit card,100.24,515.25,Yes
3164-CHURN,Female,0,Yes,No,39,Yes,Fiber optic,One year,Mailed check,104.54,4175.23,No
3165-CHURN,Male,0,No,No,72,No,Fiber optic,Two year,Electronic check,104.82,7477.49,No
3166-CHURN,Male,0,Yes,No,7,Yes,Fiber optic,Month-to-month,Mailed check,101.0,697.52,Yes
3167-CHURN,Female,0,Yes,No,4,Yes,Fiber optic,Month-to-month,Electronic check,114.8,450.45,Yes
3168-CHURN,Male,0,No,Yes,4,Yes,Fiber optic,Month-to-month,Electronic check,110.61,452.34,Yes
3169-CHURN,Female,0,Yes,Yes,2,No,DSL,Month-to-month,Credit card,55.12,107.72,Yes
3170-CHURN,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,Electronic check,101.37,204.47,Yes
3171-CHURN,Female,1,No,No,2,Yes,DSL,Month-to-month,Bank transfer,72.95,144.42,No
3172-CHURN,Male,0,Yes,No,38,Yes,Fiber optic,Two year,Electronic check,112.58,4197.93,No
3173-CHURN,Male,0,No,No,5,Yes,DSL,Month-to-month,Electronic check,72.84,357.31,Yes
3174-CHURN,Male,0,No,No,62,No,DSL,Two year,Electronic check,63.71,4037.94,No
3175-CHURN,Male,0,No,Yes,31,No,No,Two year,Mailed check,19.81,627.37,No
3176-CHURN,Male,0,No,No,7,Yes,Fiber optic,Month-to-month,Mailed check,98.03,676.82,Yes
3177-CHURN,Female,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Electronic check,108.58,633.26,No
3178-CHURN,Female,0,No,No,59,Yes,Fiber optic,Two year,Bank transfer,109.89,6627.09,No
3179-CHURN,Female,0,Yes,Yes,10,Yes,DSL,Month-to-month,Bank transfer,73.31,713.63,No
3180-CHURN,Female,0,Yes,No,62,Yes,Fiber optic,Two year,Bank transfer,102.63,6204.51,No
3181-CHURN,Male,0,Yes,No,10,Yes,No,Month-to-month,Electronic check,28.85,294.07,No
3182-CHURN,Male,0,Yes,Yes,12,Yes,DSL,One year,Electronic check,75.45,922.63,No
3183-CHURN,Male,0,No,No,43,Yes,Fiber optic,Two year,Credit card,114.83,4849.55,No
3184-CHURN,Male,0,Yes,No,71,Yes,DSL,Two year,Mailed check,77.81,5371.44,No
3185-CHURN,Female,0,No,Yes,19,Yes,Fiber optic,One year,Electronic check,104.8,1938.99,No
3186-CHURN,Female,0,Yes,No,65,Yes,No,Two year,Mailed check,28.3,1834.36,No
3187-CHURN,Male,0,Yes,No,70,Yes,Fiber optic,Two year,Electronic check,107.52,7489.48,No
3188-CHURN,Male,0,No,No,71,Yes,Fiber optic,One year,Electronic check,107.59,7493.27,No
3189-CHURN,Female,0,Yes,No,34,Yes,DSL,One year,Electronic check,63.55,2213.73,No
3190-CHURN,Female,0,No,No,65,No,Fiber optic,Two year,Bank transfer,99.5,6487.84,No
3191-CHURN,Male,0,Yes,Yes,20,Yes,Fiber optic,One year,Mailed check,103.22,2102.47,No
3192-CHURN,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,Electronic check,64.79,189.75,Yes
3193-CHURN,Female,0,No,Yes,67,Yes,Fiber optic,Two year,Credit card,110.1,7586.25,No
3194-CHURN,Male,0,No,No,63,Yes,Fiber optic,Two year,Mailed check,103.65,6651.3,No
3195-CHURN,Male,0,Yes,No,43,Yes,DSL,Two year,Credit card,71.42,3031.96,No
3196-CHURN,Female,0,Yes,Yes,39,Yes,Fiber optic,One year,Electronic check,98.3,3723.47,No
3197-CHURN,Female,1,Yes,No,7,Yes,DSL,Month-to-month,Credit card,68.49,469.78,Yes
3198-CHURN,Female,0,No,No,33,Yes,DSL,One year,Bank transfer,75.98,2495.08,No
3199-CHURN,Male,0,No,Yes,63,Yes,Fiber optic,Month-to-month,Mailed check,111.0,6784.46,No
3200-CHURN,Male,0,No,No,5,No,DSL,Month-to-month,Credit card,66.01,320.96,No
3201-CHURN,Female,1,Yes,No,6,Yes,No,Month-to-month,Bank transfer,31.7,185.62,Yes
3202-CHURN,Female,0,No,No,54,Yes,Fiber optic,One year,Mailed check,112.39,6181.84,No
3203-CHURN,Male,0,No,No,10,Yes,No,Month-to-month,Credit card,32.35,324.41,No
3204-CHURN,Female,0,No,No,23,Yes,Fiber optic,One year,Electronic check,98.39,2221.01,Yes
3205-CHURN,Female,0,No,No,41,Yes,DSL,Two year,Electronic check,69.3,2801.15,No
3206-CHURN,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Credit card,117.21,354.63,Yes
3207-CHURN,Female,0,Yes,No,1,Yes,No,Month-to-month,Bank transfer,28.89,28.58,Yes
3208-CHURN,Female,0,No,No,25,Yes,Fiber optic,Two year,Mailed check,111.07,2807.09,No
3209-CHURN,Male,0,No,Yes,33,Yes,Fiber optic,Two year,Electronic check,113.8,3818.09,No
3210-CHURN,Female,0,Yes,No,20,Yes,Fiber optic,Month-to-month,Electronic check,116.67,2306.33,Yes
3211-CHURN,Male,0,Yes,No,7,Yes,DSL,One year,Electronic check,76.08,528.29,No
3212-CHURN,Female,0,No,Yes,56,Yes,DSL,One year,Electronic check,73.15,3985.82,No
3213-CHURN,Male,0,Yes,No,50,No,DSL,Two year,Electronic check,63.67,3244.58,No
3214-CHURN,Female,0,No,Yes,6,Yes,Fiber optic,One year,Bank transfer,104.86,633.16,No
3215-CHURN,Male,1,Yes,No,42,Yes,DSL,Two year,Electronic check,66.36,2852.05,No
3216-CHURN,Male,1,Yes,Yes,15,No,Fiber optic,Two year,Mailed check,107.17,1577.55,No
3217-CHURN,Male,0,Yes,Yes,68,Yes,Fiber optic,Two year,Mailed check,117.51,8211.51,No
3218-CHURN,Male,0,Yes,No,50,Yes,Fiber optic,Two year,Credit card,106.49,5390.55,No
3219-CHURN,Female,1,Yes,No,61,Yes,DSL,Two year,Mailed check,69.16,4141.96,No
3220-CHURN,Female,0,No,Yes,45,Yes,Fiber optic,Two year,Electronic check,107.03,4805.65,No
3221-CHURN,Female,0,No,No,15,Yes,Fiber optic,Month-to-month,Electronic check,107.23,1627.65,Yes
3222-CHURN,Male,0,No,Yes,4,Yes,No,Month-to-month,Bank transfer,32.21,125.11,No
3223-CHURN,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Electronic check,106.61,975.63,Yes
3224-CHURN,Male,0,No,No,44,Yes,DSL,Two year,Credit card,76.24,3444.67,No
3225-CHURN,Male,1,No,Yes,11,Yes,DSL,Month-to-month,Mailed check,73.43,787.45,No
3226-CHURN,Female,0,No,No,9,Yes,Fiber optic,One year,Mailed check,117.31,1081.01,No
3227-CHURN,Male,0,No,Yes,9,Yes,Fiber optic,Two year,Bank transfer,111.49,1001.27,No
3228-CHURN,Male,0,Yes,Yes,42,Yes,DSL,Two year,Electronic check,69.18,2908.28,No
3229-CHURN,Male,0,Yes,No,10,Yes,Fiber optic,Month-to-month,Mailed check,116.36,1187.34,Yes
3230-CHURN,Male,0,Yes,No,68,Yes,DSL,Two year,Electronic check,66.45,4542.91,No
3231-CHURN,Female,0,Yes,No,72,Yes,Fiber optic,Two year,Credit card,117.3,8370.31,No
3232-CHURN,Female,0,No,No,52,Yes,DSL,Month-to-month,Mailed check,63.65,3355.99,No
3233-CHURN,Male,0,Yes,No,71,Yes,No,Two year,Bank transfer,31.2,2167.13,No
3234-CHURN,Male,0,No,No,67,Yes,DSL,One year,Credit card,63.27,4281.38,No
3235-CHURN,Male,0,No,No,6,Yes,Fiber optic,Month-to-month,Bank transfer,102.08,622.57,Yes
3236-CHURN,Male,1,No,No,71,Yes,Fiber optic,Month-to-month,Mailed check,107.28,7541.37,No
3237-CHURN,Male,0,No,No,9,Yes,DSL,Month-to-month,Bank transfer,65.37,604.93,Yes
3238-CHURN,Female,0,Yes,No,55,Yes,No,Two year,Mailed check,32.94,1826.98,No
3239-CHURN,Female,0,No,No,69,Yes,Fiber optic,Two year,Mailed check,113.46,7638.82,No
3240-CHURN,Female,0,Yes,No,7,Yes,DSL,Two year,Mailed check,75.76,545.16,No
3241-CHURN,Male,0,No,No,39,Yes,Fiber optic,Two year,Electronic check,117.58,4652.75,No
3242-CHURN,Male,0,No,No,70,Yes,No,Two year,Credit card,31.37,2221.68,No
3243-CHURN,Female,0,No,No,10,Yes,No,Month-to-month,Mailed check,29.33,288.96,No
3244-CHURN,Female,0,Yes,No,15,Yes,Fiber optic,One year,Electronic check,113.14,1694.37,No
3245-CHURN,Female,0,No,No,50,Yes,Fiber optic,Two year,Credit card,109.69,5616.47,No
3246-CHURN,Male,0,Yes,No,12,Yes,DSL,Month-to-month,Credit card,67.01,794.86,No
3247-CHURN,Female,0,Yes,No,1,Yes,No,Month-to-month,Mailed check,29.84,29.7,No
3248-CHURN,Male,0,No,No,4,Yes,DSL,One year,Credit card,72.12,284.27,No
3249-CHURN,Female,0,Yes,No,37,Yes,DSL,Two year,Credit card,68.93,2506.94,No
3250-CHURN,Female,0,No,No,5,Yes,No,Month-to-month,Credit card,29.18,141.91,No
3251-CHURN,Female,0,Yes,No,59,Yes,DSL,Two year,Electronic check,69.45,4155.79,No
3252-CHURN,Male,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Electronic check,102.67,600.89,Yes
3253-CHURN,Female,0,Yes,Yes,69,Yes,Fiber optic,Two year,Mailed check,115.5,7984.48,No
3254-CHURN,Male,0,No,No,27,Yes,No,One year,Credit card,31.47,826.74,No
3255-CHURN,Male,1,No,No,47,Yes,Fiber optic,Two year,Credit card,105.53,5103.91,No
3256-CHURN,Male,1,No,No,12,Yes,Fiber optic,One year,Bank transfer,116.91,1420.55,No
3257-CHURN,Female,0,Yes,Yes,66,Yes,DSL,One year,Mailed check,68.83,4578.32,No
3258-CHURN,Male,0,No,No,14,Yes,DSL,One year,Electronic check,71.62,983.81,No
3259-CHURN,Male,0,Yes,No,72,Yes,No,One year,Electronic check,30.56,2204.02,No
3260-CHURN,Female,0,Yes,No,53,Yes,Fiber optic,One year,Bank transfer,100.44,5324.46,No
3261-CHURN,Male,0,Yes,No,69,Yes,DSL,Two year,Credit card,69.36,4745.25,No
3262-CHURN,Female,0,No,No,8,Yes,Fiber optic,Month-to-month,Mailed check,99.55,779.97,Yes
3263-CHURN,Male,0,Yes,No,53,Yes,DSL,Two year,Mailed check,65.56,3446.98,No
3264-CHURN,Male,1,No,Yes,61,Yes,Fiber optic,Two year,Credit card,113.75,6984.17,No
3265-CHURN,Female,0,No,No,6,Yes,DSL,Month-to-month,Electronic check,67.54,404.93,Yes
3266-CHURN,Male,0,Yes,No,30,Yes,DSL,One year,Credit card,64.33,1938.01,No
3267-CHURN,Male,0,No,No,59,No,Fiber optic,Two year,Bank transfer,102.38,6066.52,No
3268-CHURN,Female,0,Yes,Yes,44,No,No,Month-to-month,Mailed check,22.01,953.6,No
3269-CHURN,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,Bank transfer,109.56,321.01,No
3270-CHURN,Female,0,Yes,No,4,No,Fiber optic,Month-to-month,Electronic check,106.31,425.79,Yes
3271-CHURN,Male,0,No,No,68,Yes,DSL,Two year,Bank transfer,75.74,5271.57,No
3272-CHURN,Male,0,Yes,No,62,Yes,Fiber optic,Two year,Electronic check,109.05,6962.05,No
3273-CHURN,Female,0,Yes,Yes,72,No,No,Two year,Electronic check,21.69,1588.47,No
3274-CHURN,Female,0,Yes,No,11,Yes,Fiber optic,Month-to-month,Bank transfer,104.58,1131.13,No
3275-CHURN,Female,1,Yes,No,7,Yes,DSL,Month-to-month,Electronic check,72.54,511.75,No
3276-CHURN,Female,0,Yes,No,13,Yes,No,One year,Bank transfer,32.88,420.74,No
3277-CHURN,Female,1,Yes,No,26,Yes,Fiber optic,One year,Mailed check,114.0,2977.6,No
3278-CHURN,Male,0,No,No,42,Yes,DSL,Two year,Bank transfer,68.62,2878.7,No
3279-CHURN,Male,0,No,No,61,No,Fiber optic,One year,Credit card,106.65,6459.42,No
3280-CHURN,Female,0,No,No,11,No,DSL,Month-to-month,Electronic check,65.38,725.29,Yes
3281-CHURN,Male,0,No,Yes,1,Yes,DSL,Month-to-month,Electronic check,63.56,64.92,Yes
3282-CHURN,Male,1,No,No,11,Yes,No,Month-to-month,Mailed check,31.73,345.63,No
3283-CHURN,Female,0,No,Yes,36,Yes,Fiber optic,Two year,Bank transfer,117.53,4227.59,No
3284-CHURN,Female,0,No,Yes,54,Yes,Fiber optic,Two year,Credit card,104.35,5619.96,No
3285-CHURN,Male,0,Yes,No,66,Yes,No,Two year,Electronic check,29.38,1909.9,No
3286-CHURN,Male,0,No,No,43,No,Fiber optic,Two year,Credit card,100.8,4313.88,No
3287-CHURN,Male,0,Yes,No,48,Yes,Fiber optic,Two year,Electronic check,100.2,4671.54,No
3288-CHURN,Female,0,No,Yes,2,Yes,No,Month-to-month,Bank transfer,31.37,62.81,No
3289-CHURN,Female,0,No,No,4,Yes,Fiber optic,Month-to-month,Mailed check,102.53,415.55,No
3290-CHURN,Male,0,Yes,No,51,Yes,DSL,One year,Electronic check,69.77,3530.01,No
3291-CHURN,Male,1,No,Yes,44,Yes,No,Two year,Electronic check,32.46,1449.37,No
3292-CHURN,Female,0,Yes,No,8,Yes,DSL,Month-to-month,Mailed check,74.95,608.62,Yes
3293-CHURN,Male,0,Yes,No,24,Yes,DSL,One year,Credit card,64.62,1595.93,No
3294-CHURN,Female,0,Yes,Yes,56,Yes,DSL,Two year,Electronic check,74.42,4179.01,No
3295-CHURN,Female,0,No,No,12,Yes,Fiber optic,Month-to-month,Electronic check,106.23,1267.42,Yes
3296-CHURN,Male,0,No,No,7,Yes,No,Month-to-month,Credit card,32.97,232.72,No
3297-CHURN,Female,0,No,No,67,Yes,Fiber optic,Two year,Mailed check,103.99,7020.24,No
3298-CHURN,Male,0,Yes,Yes,50,Yes,DSL,One year,Electronic check,70.06,3605.43,No
3299-CHURN,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Bank transfer,104.82,424.5,Yes
3300-CHURN,Female,0,No,No,51,Yes,Fiber optic,One year,Mailed check,109.72,5530.78,No
3301-CHURN,Male,0,Yes,No,3,Yes,DSL,One year,Credit card,66.99,197.2,No
3302-CHURN,Female,0,No,Yes,49,Yes,Fiber optic,Two year,Electronic check,116.25,5796.3,No
3303-CHURN,Female,0,Yes,No,5,Yes,Fiber optic,Month-to-month,Credit card,110.34,541.1,Yes
3304-CHURN,Male,1,Yes,No,72,Yes,Fiber optic,Month-to-month,Electronic check,116.85,8477.53,Yes
3305-CHURN,Male,0,Yes,Yes,25,Yes,Fiber optic,One year,Mailed check,111.61,2728.69,No
3306-CHURN,Male,1,No,No,67,Yes,DSL,Two year,Bank transfer,65.79,4465.77,No
3307-CHURN,Male,0,Yes,No,48,Yes,Fiber optic,Two year,Mailed check,98.31,4798.98,No
3308-CHURN,Male,0,Yes,Yes,6,Yes,DSL,Month-to-month,Electronic check,69.11,426.86,No
3309-CHURN,Male,0,Yes,No,12,Yes,Fiber optic,One year,Credit card,117.87,1452.99,No
3310-CHURN,Male,0,Yes,No,39,Yes,Fiber optic,Two year,Mailed check,115.54,4563.87,No
3311-CHURN,Female,0,Yes,Yes,9,Yes,DSL,One year,Electronic check,75.7,672.21,No
3312-CHURN,Female,0,Yes,No,1,Yes,DSL,Month-to-month,Bank transfer,71.53,69.57,Yes
3313-CHURN,Female,1,No,No,10,Yes,DSL,Month-to-month,Electronic check,64.42,646.34,Yes
3314-CHURN,Male,0,Yes,Yes,10,Yes,Fiber optic,Month-to-month,Electronic check,98.3,998.69,No
3315-CHURN,Male,0,No,No,5,Yes,DSL,Month-to-month,Electronic check,75.58,366.8,Yes
3316-CHURN,Female,0,No,No,23,No,DSL,One year,Mailed check,55.66,1282.09,No
3317-CHURN,Male,0,Yes,No,20,Yes,DSL,One year,Electronic check,64.15,1312.47,No
3318-CHURN,Male,0,Yes,No,37,Yes,Fiber optic,Two year,Credit card,112.2,4185.58,No
3319-CHURN,Female,0,No,No,4,Yes,Fiber optic,One year,Bank transfer,98.02,396.4,Yes
3320-CHURN,Female,0,Yes,No,49,Yes,Fiber optic,Month-to-month,Credit card,112.82,5519.67,Yes
3321-CHURN,Female,0,Yes,No,61,Yes,Fiber optic,Two year,Credit card,101.85,6378.04,No
3322-CHURN,Male,1,Yes,No,39,Yes,Fiber optic,One year,Electronic check,104.43,4042.14,No
3323-CHURN,Female,0,No,No,47,Yes,No,One year,Electronic check,28.86,1346.58,No
3324-CHURN,Female,0,No,No,65,Yes,DSL,Two year,Electronic check,74.66,4858.06,No
3325-CHURN,Female,1,No,No,69,Yes,Fiber optic,Two year,Credit card,107.7,7469.62,No
3326-CHURN,Female,0,No,No,50,Yes,Fiber optic,Two year,Bank transfer,101.32,5077.38,No
3327-CHURN,Female,0,Yes,Yes,19,Yes,Fiber optic,One year,Electronic check,98.77,1912.51,No
3328-CHURN,Female,0,Yes,No,66,Yes,Fiber optic,Two year,Credit card,117.73,7926.13,No
3329-CHURN,Male,0,Yes,No,2,Yes,No,Month-to-month,Bank transfer,31.57,61.74,No
3330-CHURN,Female,0,Yes,No,13,No,No,One year,Bank transfer,21.4,279.81,No
3331-CHURN,Female,0,Yes,No,9,Yes,Fiber optic,One year,Electronic check,108.06,1000.78,Yes
3332-CHURN,Female,0,Yes,Yes,12,Yes,Fiber optic,Two year,Electronic check,106.7,1288.06,No
3333-CHURN,Male,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Bank transfer,113.92,1036.86,Yes
3334-CHURN,Male,0,Yes,No,3,Yes,Fiber optic,Month-to-month,Bank transfer,114.53,351.04,Yes
3335-CHURN,Female,1,Yes,No,4,Yes,No,Month-to-month,Bank transfer,28.31,115.73,No
3336-CHURN,Female,0,No,Yes,7,Yes,Fiber optic,Month-to-month,Credit card,115.19,782.97,No
3337-CHURN,Female,0,No,No,43,Yes,DSL,Two year,Electronic check,74.42,3150.03,No
3338-CHURN,Female,0,No,No,14,Yes,Fiber optic,One year,Electronic check,107.72,1540.91,No
3339-CHURN,Female,1,Yes,Yes,18,Yes,Fiber optic,Month-to-month,Mailed check,107.53,1954.95,No
3340-CHURN,Female,0,Yes,No,2,Yes,No,Month-to-month,Mailed check,32.17,64.85,No
3341-CHURN,Female,0,Yes,No,8,Yes,No,Month-to-month,Mailed check,31.97,261.28,No
3342-CHURN,Female,1,Yes,No,71,Yes,No,Two year,Credit card,28.69,2074.46,No
3343-CHURN,Female,0,Yes,No,64,Yes,Fiber optic,One year,Mailed check,108.98,7079.91,No
3344-CHURN,Male,1,No,No,51,Yes,DSL,Two year,Mailed check,77.54,3847.14,No
3345-CHURN,Male,0,No,No,10,No,Fiber optic,Month-to-month,Mailed check,102.71,1044.46,Yes
3346-CHURN,Female,0,Yes,Yes,29,Yes,DSL,Two year,Mailed check,77.59,2209.69,No
3347-CHURN,Male,1,Yes,Yes,9,Yes,No,Month-to-month,Credit card,31.88,278.76,No
3348-CHURN,Male,0,Yes,Yes,61,Yes,Fiber optic,Two year,Bank transfer,108.49,6614.67,No
3349-CHURN,Male,0,Yes,Yes,12,Yes,No,Month-to-month,Credit card,31.02,382.12,No
3350-CHURN,Male,0,Yes,No,51,Yes,Fiber optic,One year,Mailed check,112.19,5854.36,No
3351-CHURN,Male,1,Yes,No,36,Yes,DSL,One year,Electronic check,73.93,2738.46,No
3352-CHURN,Male,0,Yes,Yes,72,Yes,Fiber optic,Two year,Electronic check,112.95,8008.72,No
3353-CHURN,Female,0,Yes,Yes,12,Yes,DSL,Two year,Mailed check,76.95,934.23,No
3354-CHURN,Female,0,Yes,No,66,No,Fiber optic,Two year,Mailed check,94.18,6050.23,No
3355-CHURN,Male,0,Yes,Yes,66,Yes,Fiber optic,Two year,Electronic check,114.59,7700.64,No
